1,436,875.65,171.6,88.38,98.77,1,-1,-1,-1
1,437,1101.6,245.94,178.4,162.96,1,-1,-1,-1
1,449,782.29,217.31,161.5,200.06,1,-1,-1,-1
1,456,875.34,493.9,56.41,62.26,1,-1,-1,-1
1,467,445.6,114.44,158.88,158.06,1,-1,-1,-1
2,436,885.68,167.84,87.39,103.29,1,-1,-1,-1
2,437,1072.5,221.87,207.5,176.03,1,-1,-1,-1
2,449,763.7,220.3,164.5,195.56,1,-1,-1,-1
2,456,872.4,470.08,43.9,81.52,1,-1,-1,-1
2,467,431.9,121.66,187.74,144.34,1,-1,-1,-1
3,436,895.71,164.08,86.39,107.82,1,-1,-1,-1
3,437,1061.5,199.31,218.5,178.99,1,-1,-1,-1
3,449,751.16,212.78,163.04,195.56,1,-1,-1,-1
3,456,871.56,492.23,33.44,56.47,1,-1,-1,-1
3,467,419.63,122.38,143.67,128.42,1,-1,-1,-1
4,436,892.7,168.34,86.65,112.31,1,-1,-1,-1
4,437,1046.5,199.31,233.5,184.39,1,-1,-1,-1
4,449,732.2,218.29,178.99,195.57,1,-1,-1,-1
4,456,853.6,495.15,40.1,56.85,1,-1,-1,-1
4,467,419.63,134.7,215.17,108.9,1,-1,-1,-1
5,436,889.7,172.6,86.9,116.8,1,-1,-1,-1
5,437,1028.5,180.92,251.5,213.58,1,-1,-1,-1
5,449,717.6,229.33,205.12,195.56,1,-1,-1,-1
5,456,852.8,515.6,30.87,49.35,1,-1,-1,-1
5,467,489.7,157.8,161.71,89.4,1,-1,-1,-1
6,436,878.41,181.88,98.44,118.57,1,-1,-1,-1
6,437,1021.8,173.82,256.95,210.28,1,-1,-1,-1
6,449,717.1,227.32,185.07,204.08,1,-1,-1,-1
6,467,420.4,121.0,243.3,130.5,1,-1,-1,-1
7,436,867.13,191.15,109.97,120.35,1,-1,-1,-1
7,437,1001.3,160.87,272.85,223.63,1,-1,-1,-1
7,449,708.57,241.86,189.63,195.54,1,-1,-1,-1
7,456,827.87,557.95,30.43,27.15,1,-1,-1,-1
7,465,447.3,0.0,155.94,30.93,1,-1,-1,-1
7,467,423.3,107.28,161.0,131.22,1,-1,-1,-1
8,436,874.15,193.16,108.95,127.84,1,-1,-1,-1
8,437,991.5,156.27,275.13,211.93,1,-1,-1,-1
8,449,717.1,241.86,197.14,193.54,1,-1,-1,-1
8,456,814.78,550.3,34.62,29.28,1,-1,-1,-1
8,465,382.1,0.0,220.63,34.95,1,-1,-1,-1
8,467,423.3,123.2,131.4,139.13,1,-1,-1,-1
9,436,888.69,204.19,96.91,117.81,1,-1,-1,-1
9,437,981.7,151.67,277.41,200.23,1,-1,-1,-1
9,449,741.17,249.38,159.53,184.52,1,-1,-1,-1
9,456,804.33,547.38,34.62,29.27,1,-1,-1,-1
9,465,267.8,0.0,332.4,52.0,1,-1,-1,-1
9,467,422.6,111.65,234.9,145.65,1,-1,-1,-1
10,436,896.71,200.68,90.89,111.32,1,-1,-1,-1
10,437,982.5,139.97,259.87,194.33,1,-1,-1,-1
10,449,719.6,232.34,171.07,184.51,1,-1,-1,-1
10,456,791.38,536.93,50.12,25.07,1,-1,-1,-1
10,465,169.0,0.0,424.68,45.98,1,-1,-1,-1
10,467,418.3,104.43,225.4,142.77,1,-1,-1,-1
11,436,890.7,187.14,96.4,93.76,1,-1,-1,-1
11,437,979.6,142.9,240.62,175.5,1,-1,-1,-1
11,449,681.0,200.25,215.7,200.05,1,-1,-1,-1
11,456,778.43,528.99,60.57,28.41,1,-1,-1,-1
11,465,153.46,0.0,476.84,68.55,1,-1,-1,-1
