1,82,635.13,601.73,28.6,40.29,1,-1,-1,-1
2,82,636.44,611.91,28.6,35.6,1,-1,-1,-1
3,82,637.75,622.1,28.59,30.9,1,-1,-1,-1
4,82,640.97,630.46,27.3,26.48,1,-1,-1,-1
5,82,643.49,634.64,26.01,22.06,1,-1,-1,-1
6,82,640.88,621.07,29.42,36.93,1,-1,-1,-1
7,82,638.27,607.5,32.83,51.81,1,-1,-1,-1
8,82,639.94,612.5,44.36,53.68,1,-1,-1,-1
9,82,646.89,615.0,42.51,61.33,1,-1,-1,-1
10,82,649.12,616.3,40.48,66.1,1,-1,-1,-1
11,82,646.61,626.3,41.99,58.11,1,-1,-1,-1
12,82,641.24,624.7,48.86,61.97,1,-1,-1,-1
13,82,642.53,627.5,47.57,59.17,1,-1,-1,-1
14,82,643.82,630.3,46.28,56.37,1,-1,-1,-1
15,82,645.11,633.1,44.99,53.57,1,-1,-1,-1
16,82,640.6,645.9,40.5,37.76,1,-1,-1,-1
17,82,626.26,635.33,66.1,45.3,1,-1,-1,-1
18,82,624.0,620.3,61.6,66.3,1,-1,-1,-1
19,82,623.1,618.77,50.77,70.24,1,-1,-1,-1
20,82,616.93,612.0,53.47,74.16,1,-1,-1,-1
21,82,606.2,605.7,58.9,73.9,1,-1,-1,-1
22,82,596.17,588.71,61.6,85.89,1,-1,-1,-1
23,82,592.4,588.9,63.1,93.98,1,-1,-1,-1
24,82,588.63,589.09,64.61,102.06,1,-1,-1,-1
25,82,584.87,589.27,66.1,110.16,1,-1,-1,-1
26,82,581.1,589.46,67.6,118.24,1,-1,-1,-1
27,82,578.84,597.74,67.6,118.23,1,-1,-1,-1
28,82,576.59,637.8,51.81,90.96,1,-1,-1,-1
29,82,566.81,637.6,63.09,103.95,1,-1,-1,-1
30,82,560.79,647.38,63.09,103.94,1,-1,-1,-1
31,82,557.78,641.86,64.58,115.98,1,-1,-1,-1
32,82,552.27,636.83,70.6,128.53,1,-1,-1,-1
33,82,544.25,632.3,81.15,141.58,1,-1,-1,-1
34,82,545.75,624.3,86.65,155.1,1,-1,-1,-1
35,82,545.23,622.3,92.44,160.61,1,-1,-1,-1
36,82,542.7,626.3,98.5,158.1,1,-1,-1,-1
37,82,523.9,615.02,107.52,167.08,1,-1,-1,-1
38,82,523.1,608.25,118.1,179.85,1,-1,-1,-1
39,82,524.1,629.31,100.55,170.32,1,-1,-1,-1
40,82,511.1,639.84,105.28,178.36,1,-1,-1,-1
41,82,500.6,657.14,113.52,163.36,1,-1,-1,-1
42,82,495.3,676.69,120.32,164.11,1,-1,-1,-1
43,82,484.8,686.47,112.02,162.63,1,-1,-1,-1
44,82,459.73,669.42,124.56,191.68,1,-1,-1,-1
45,82,444.55,671.05,132.34,199.05,1,-1,-1,-1
46,82,443.4,684.21,134.99,190.04,1,-1,-1,-1
47,82,440.75,678.19,133.51,202.86,1,-1,-1,-1
48,82,435.45,660.14,114.74,230.71,1,-1,-1,-1
49,82,435.05,649.24,98.6,250.26,1,-1,-1,-1
50,82,437.7,659.01,100.84,255.14,1,-1,-1,-1
51,82,438.45,673.28,113.99,253.67,1,-1,-1,-1
52,82,450.1,703.35,112.48,228.9,1,-1,-1,-1
53,82,471.9,697.0,85.8,246.9,1,-1,-1,-1
54,82,472.43,710.54,92.79,230.83,1,-1,-1,-1
55,82,472.3,734.23,107.21,213.37,1,-1,-1,-1
56,82,477.55,751.9,120.01,207.35,1,-1,-1,-1
57,82,482.07,740.24,103.07,228.06,1,-1,-1,-1
58,82,481.32,733.85,92.16,243.1,1,-1,-1,-1
59,82,486.2,766.19,102.69,224.31,1,-1,-1,-1
60,82,495.2,794.02,106.48,217.18,1,-1,-1,-1
61,82,501.2,775.22,111.01,254.03,1,-1,-1,-1
62,82,500.82,768.45,107.63,268.7,1,-1,-1,-1
63,82,498.92,800.05,108.02,245.35,1,-1,-1,-1
64,82,500.78,826.38,115.19,231.42,1,-1,-1,-1
65,82,500.03,822.99,108.8,244.21,1,-1,-1,-1
66,82,498.9,806.82,109.93,266.38,1,-1,-1,-1
67,82,508.65,835.4,120.1,241.95,1,-1,-1,-1
68,82,512.4,852.32,109.97,227.68,1,-1,-1,-1
69,82,507.9,825.62,102.43,254.38,1,-1,-1,-1
70,82,513.9,894.82,115.24,185.18,1,-1,-1,-1
71,82,526.57,897.23,94.74,182.77,1,-1,-1,-1
72,82,534.25,908.36,78.64,171.64,1,-1,-1,-1
73,82,539.65,933.17,78.65,146.83,1,-1,-1,-1
74,82,542.35,949.41,84.98,130.59,1,-1,-1,-1
75,82,539.2,960.25,88.13,119.75,1,-1,-1,-1
76,82,540.1,979.65,85.42,100.35,1,-1,-1,-1
77,82,550.9,958.9,59.25,121.1,1,-1,-1,-1
78,82,559.48,981.44,40.27,98.56,1,-1,-1,-1
79,82,572.12,998.14,36.64,81.86,1,-1,-1,-1
80,82,581.14,1004.0,37.12,76.0,1,-1,-1,-1
