1,33,730.15,159.96,345.26,397.47,1,-1,-1,-1
2,33,642.96,137.85,393.92,338.71,1,-1,-1,-1
3,33,570.1,125.4,438.8,308.2,1,-1,-1,-1
4,33,529.7,131.3,456.5,236.6,1,-1,-1,-1
5,33,485.1,154.03,442.12,179.27,1,-1,-1,-1
6,33,457.3,149.82,408.45,154.88,1,-1,-1,-1
7,33,437.1,152.35,366.33,136.35,1,-1,-1,-1
8,33,425.71,153.55,304.39,126.33,1,-1,-1,-1
9,33,417.7,136.2,281.2,134.0,1,-1,-1,-1
10,33,414.33,121.0,258.47,139.9,1,-1,-1,-1
11,33,412.23,136.15,207.52,111.29,1,-1,-1,-1
12,33,415.46,110.0,199.24,114.7,1,-1,-1,-1
13,33,422.75,88.9,177.65,112.22,1,-1,-1,-1
14,33,430.7,82.16,152.43,105.04,1,-1,-1,-1
15,33,441.2,100.72,99.82,80.45,1,-1,-1,-1
16,33,451.85,118.5,61.15,55.45,1,-1,-1,-1
16,36,563.4,618.77,142.55,101.23,1,-1,-1,-1
17,33,461.2,138.5,25.8,23.7,1,-1,-1,-1
17,36,432.44,521.76,169.31,198.24,1,-1,-1,-1
18,36,360.3,473.67,249.53,246.33,1,-1,-1,-1
19,33,481.1,126.74,25.05,23.01,1,-1,-1,-1
19,36,335.4,433.17,264.06,286.83,1,-1,-1,-1
20,36,274.0,394.01,325.79,325.99,1,-1,-1,-1
