  Rank       HOTA    match_thresh    track_buffer    track_thresh  tracker_type
------  ---------  --------------  --------------  --------------  --------------
     0  0.792398      6.24983                  33     0.263719     centroidtrack
     1  0.792398      2.71274                  41     0.2688       centroidtrack
     2  0.790981      0.716341                 40     0.250445     centroidtrack
     3  0.790606      9.85197                   5     0.234629     centroidtrack
     4  0.790563      8.01814                  59     0.335364     centroidtrack
     5  0.790423      9.99974                  33     0.327914     centroidtrack
     6  0.790421      4.08583                  34     0.339785     centroidtrack
     7  0.790403      2.41411                  31     0.352933     centroidtrack
     8  0.790403      9.99918                   1     0.350471     centroidtrack
     9  0.789982      7.30263                  60     0.356892     centroidtrack
    10  0.789884      1.29888                   3     0.380938     centroidtrack
    11  0.789884      9.02375                  60     0.375703     centroidtrack
    12  0.789632      8.5565                   10     0.369389     centroidtrack
    13  0.789632      3.07551                   1     0.366144     centroidtrack
    14  0.789632      4.99897                  60     0.370962     centroidtrack
    15  0.789503      1.08621                  21     0.301101     centroidtrack
    16  0.789442      5.01241                  60     0.230958     centroidtrack
    17  0.789319      1.30677                   1     0.288332     centroidtrack
    18  0.789319      7.52843                   1     0.285954     centroidtrack
    19  0.788662      3.3076                   17     0.224789     centroidtrack
    20  0.788662      1.18098                  56     0.221427     centroidtrack
    21  0.787613      6.64825                  14     0.404696     centroidtrack
    22  0.786966      5.3482                    1     0.221017     centroidtrack
    23  0.786926      3.73528                  48     0.43444      centroidtrack
    24  0.786926      9.19393                   1     0.430491     centroidtrack
    25  0.786201      4.57591                  25     0.446712     centroidtrack
    26  0.785753      2.7302                   11     0.211883     centroidtrack
    27  0.785657      9.999                    60     0.187947     centroidtrack
    28  0.785497      2.14427                  36     0.179382     centroidtrack
    29  0.785259      1.13263                  39     0.203588     centroidtrack
    30  0.779528      8.50258                  44     0.487386     centroidtrack
    31  0.779452      1.4222                   50     0.172608     centroidtrack
    32  0.779434      2.75205                   1     0.49028      centroidtrack
    33  0.779368      6.26608                  33     0.497508     centroidtrack
    34  0.779353      9.99715                   1     0.510208     centroidtrack
    35  0.779207      7.98932                  16     0.541242     centroidtrack
    36  0.779158      9.18365                  35     0.513779     centroidtrack
    37  0.778931      1.37222                  20     0.163254     centroidtrack
    38  0.77888       9.99988                  46     0.476879     centroidtrack
    39  0.778032      9.9996                    1     0.158808     centroidtrack
    40  0.777221      2.14233                  60     0.149901     centroidtrack
    41  0.777221      5.07639                  31     0.156627     centroidtrack
    42  0.777204      8.29028                   1     0.143376     centroidtrack
    43  0.777037      7.88993                  60     0.583528     centroidtrack
    44  0.776905      5.53974                  60     0.55963      centroidtrack
    45  0.776784      7.70206                  37     0.136576     centroidtrack
    46  0.775321      9.99532                  36     0.123219     centroidtrack
    47  0.775083      6.99752                  31     0.122706     centroidtrack
    48  0.774801      0.734193                 58     0.120315     centroidtrack
    49  0.77286       8.68583                  29     0.612578     centroidtrack
    50  0.772506      2.66886                  38     0.107597     centroidtrack
    51  0.769819      3.89388                  21     0.634547     centroidtrack
    52  0.767486      2.58903                   1     0.0945604    centroidtrack
    53  0.765287      9.99948                   1     0.0856841    centroidtrack
    54  0.761136      6.06566                  45     0.0559349    centroidtrack
    55  0.757871      9.99765                  60     0.0521144    centroidtrack
    56  0.752305      6.5833                    1     0.0362269    centroidtrack
    57  0.75068       7.23287                  43     0.681908     centroidtrack
    58  0.745572      7.50486                  23     0.0247694    centroidtrack
    59  0.740502      5.76458                   7     0.702741     centroidtrack
    60  0.730016      3.99369                  54     0.731493     centroidtrack
    61  0.72476       3.91716                   1     0.00999509   centroidtrack
    62  0.698392      5.32708                  19     0.778629     centroidtrack
    63  0.598654      3.40991                   5     0.822725     centroidtrack
    64  0.597668      0.0512062                10     0.535225     centroidtrack
    65  0.595241      1.38849                   1     0.000717205  centroidtrack
    66  0.442689      8.6885                   60     0.000105248  centroidtrack
    67  0.44126       2.78139                  60     0.000103393  centroidtrack
    68  0.374085      1.88371                  52     0.878381     centroidtrack
    69  0.216318      1.33377                  48     0.90134      centroidtrack
    70  0.055191      0.00148678                1     0.000102657  centroidtrack
    71  0.0541643     0.000344573              60     0.341442     centroidtrack
    72  0.0102084     9.34282                  31     0.957324     centroidtrack
    73  0             0.725998                  3     0.998742     centroidtrack
    74  0             6.30154                  60     0.999964     centroidtrack
