6,31,448.7,0.0,792.38,182.5,1,-1,-1,-1
7,31,422.54,0.0,780.66,289.0,1,-1,-1,-1
8,31,402.69,23.44,697.6,305.18,1,-1,-1,-1
9,31,465.86,12.61,533.34,370.19,1,-1,-1,-1
10,31,497.45,0.88,378.95,314.32,1,-1,-1,-1
11,31,529.95,0.0,250.8,303.95,1,-1,-1,-1
12,31,548.9,0.83,218.48,268.77,1,-1,-1,-1
13,31,564.78,11.73,200.72,230.67,1,-1,-1,-1
14,31,577.78,17.15,141.62,191.15,1,-1,-1,-1
15,31,600.35,30.27,139.35,155.03,1,-1,-1,-1
16,31,618.39,46.98,149.26,150.92,1,-1,-1,-1
17,31,628.77,66.85,135.73,139.15,1,-1,-1,-1
18,31,648.4,85.65,104.1,97.95,1,-1,-1,-1
19,31,670.6,93.93,82.3,82.17,1,-1,-1,-1
20,31,684.9,105.59,94.02,72.4,1,-1,-1,-1
21,31,712.74,105.21,80.46,59.59,1,-1,-1,-1
22,31,717.13,97.15,73.64,57.13,1,-1,-1,-1
23,31,720.1,93.95,69.6,60.35,1,-1,-1,-1
24,31,725.85,89.78,68.81,64.77,1,-1,-1,-1
