  Rank       HOTA    match_thresh    track_buffer    track_thresh  tracker_type
------  ---------  --------------  --------------  --------------  --------------
     0  0.787532       0.982527                58     0.301758     ioutrack
     1  0.787166       0.97616                 56     0.296053     ioutrack
     2  0.787157       0.968522                58     0.306484     ioutrack
     3  0.786628       0.967019                60     0.288011     ioutrack
     4  0.786268       0.99981                  1     0.31097      ioutrack
     5  0.786268       0.99999                 53     0.306741     ioutrack
     6  0.785901       0.99983                  6     0.293452     ioutrack
     7  0.785901       0.999875                60     0.294191     ioutrack
     8  0.785738       0.999956                44     0.286709     ioutrack
     9  0.785423       0.99999                 35     0.282743     ioutrack
    10  0.784877       0.985199                 5     0.234629     ioutrack
    11  0.783613       0.99999                 28     0.259496     ioutrack
    12  0.783597       0.999965                 1     0.26297      ioutrack
    13  0.783597       0.999983                16     0.264797     ioutrack
    14  0.783589       0.99999                 54     0.251221     ioutrack
    15  0.783589       0.99999                 40     0.246254     ioutrack
    16  0.783171       0.99981                  1     0.19375      ioutrack
    17  0.783148       0.999736                 9     0.207966     ioutrack
    18  0.783073       0.99999                 60     0.198997     ioutrack
    19  0.782847       0.99999                 43     0.181139     ioutrack
    20  0.782847       0.99999                 29     0.17319      ioutrack
    21  0.782633       0.957154                 9     0.284103     ioutrack
    22  0.782262       0.996884                53     0.163685     ioutrack
    23  0.782078       0.999934                15     0.163766     ioutrack
    24  0.781797       0.999877                 6     0.131905     ioutrack
    25  0.781609       0.999918                60     0.142437     ioutrack
    26  0.781244       0.97061                 52     0.320078     ioutrack
    27  0.780334       0.99999                 33     0.328991     ioutrack
    28  0.780186       0.999972                12     0.339815     ioutrack
    29  0.77999        0.957228                60     0.20021      ioutrack
    30  0.779378       0.99986                  1     0.359405     ioutrack
    31  0.779337       0.99999                 60     0.368901     ioutrack
    32  0.779337       0.999867                45     0.373995     ioutrack
    33  0.778837       0.943709                41     0.295507     ioutrack
    34  0.778129       0.999851                30     0.105406     ioutrack
    35  0.777098       0.948067                37     0.136846     ioutrack
    36  0.776698       0.957548                18     0.112603     ioutrack
    37  0.776504       0.960739                29     0.383571     ioutrack
    38  0.776438       0.999927                 1     0.435946     ioutrack
    39  0.776083       0.99999                 37     0.445934     ioutrack
    40  0.774224       0.932221                23     0.207375     ioutrack
    41  0.773324       0.924592                 1     0.164098     ioutrack
    42  0.772628       0.999462                20     0.485797     ioutrack
    43  0.772414       0.999712                 1     0.499765     ioutrack
    44  0.772254       0.999922                60     0.480675     ioutrack
    45  0.771857       0.999984                 1     0.553362     ioutrack
    46  0.771857       0.99999                 46     0.553939     ioutrack
    47  0.770801       0.931781                 1     0.356206     ioutrack
    48  0.766735       0.999214                60     0.593107     ioutrack
    49  0.76106        0.917287                 8     0.518443     ioutrack
    50  0.76106        0.918372                35     0.513779     ioutrack
    51  0.7593         0.9089                  60     0.553632     ioutrack
    52  0.758147       0.903244                39     0.498143     ioutrack
    53  0.737391       0.868595                29     0.612578     ioutrack
    54  0.720251       0.801832                59     0.335364     ioutrack
    55  0.706653       0.99999                  1     0.0027912    ioutrack
    56  0.670263       0.750509                23     0.0247694    ioutrack
    57  0.647451       0.723312                43     0.681908     ioutrack
    58  0.641158       0.699779                31     0.122706     ioutrack
    59  0.605023       0.664856                14     0.404696     ioutrack
    60  0.602459       0.999532                60     0.000321322  ioutrack
    61  0.532493       0.606602                45     0.0559349    ioutrack
    62  0.495563       0.576496                 7     0.702741     ioutrack
    63  0.446526       0.53275                 19     0.778629     ioutrack
    64  0.357609       0.457639                25     0.446712     ioutrack
    65  0.274678       0.399423                54     0.731493     ioutrack
    66  0.235847       0.373584                48     0.43444      ioutrack
    67  0.192255       0.341051                 5     0.822725     ioutrack
    68  0.129616       0.266952                38     0.107597     ioutrack
    69  0.0789283      0.1373                  20     0.163254     ioutrack
    70  0.0765183      0.129967                 3     0.380938     ioutrack
    71  0.0739553      0.188444                52     0.878381     ioutrack
    72  0.0695085      0.0717176               40     0.250445     ioutrack
    73  0.0689091      0.00521016              10     0.535225     ioutrack
    74  0.00704        0.934288                31     0.957324     ioutrack
